,CBC_Closed,CBC_close,CBC_isOpen,CBC_open,ExU_On,ExU_isOff,HP_Pump_isOff,LP_Pump_On,MPA_A_701124,MPA_InitPos,MPA_WorkPos,MPA_toInitPos,MPA_toWorkPos,MPC_Closed,MPC_close,MPC_isOpen,MPC_open,MP_Inactive,M_Lifebit,M_PowerOnDuration,M_WarnWithStacklight,Prog_A_701330,Prog_CuttingTime,Prog_CycleTime,Prog_LineNo,Prog_Name,Prog_Name_LineNo,SL_Green,SL_Red,SR_A_67040,Spd_ActPos_C,Spd_ActPos_X,Spd_ActPos_Z,Spd_ActSpeed_C,Spd_ActSpeed_X,Spd_ActSpeed_Z,Spd_InnerCoolOn,Spd_OuterCoolOn,TL_Locked,TL_lock,TL_unlock,T_A_701309,T_ActToolIdent,WCL_InitPos,WCL_Locked,WCL_Unlocked,WCL_WorkPos,WCL_toInitPos,WCL_toWorkPos,SRL_lock,SRL_unlock,SRL_Unlocked,CLF_Filter_Ok,CLT_Level_lt_Min,F_Filter_Ok,HP_Pump_Ok,Hyd_Filter_Ok,Hyd_IsEnabled,Hyd_Level_Ok,Hyd_Pump_Ok,Hyd_Pump_On,Hyd_Pump_isOff,Hyd_Temp_lt_70,Hyd_Temp_lt_80,Hyd_Valve_P_Up,LP_Pump_Ok,LT_Level_Ok,LT_Pump_Ok,Lubr_On,Lubr_P_Ok,M_ErrorActive,M_WarnActive,SL_Yellow,SRL_Locked,SR_loosen,SR_tighten,WC_inPos,WC_collet_inPos,WC_finPart_inPos,WC_inTendingPos,WC_rawPart_inPos,label
10,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,50176.0,0.0,0.0,7831231.169,257919.66,0.20425,565.46538,0.97306,1.0,1.0,0.0,30.0,153.199,394.607,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,831.99823,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
11,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,116.0,0.0,0.0,7831949.535,6844.66,80.75234,565.46538,97.77302,0.0,0.0,0.0,30.0,148.467,382.894,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,831.99823,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
12,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,116.0,0.0,0.0,7832193.337,6844.66,80.75234,565.46538,97.77302,1.0,0.0,0.0,30.0,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,831.99823,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
13,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,151.0,0.0,0.0,7832622.222,1958.252,39.03779,60.60236,36.34573,1.0,0.0,0.0,119.358,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
14,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,183.0,0.0,0.0,7833051.32,3891.21,39.03779,60.60236,36.34573,1.0,0.0,0.0,134.521,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
15,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,306.0,0.0,0.0,7833982.582,11265.592,83.31033,565.46538,89.3393,1.0,0.0,0.0,30.0,167.925,394.574,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,831.99823,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
16,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1356.0,0.0,0.0,7834808.69,0.054,881.07755,275.52018,49.68476,0.0,0.0,0.0,163.998,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
17,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1419.0,0.0,0.0,7835831.874,3454.898,55.22833,60.36081,64.03575,1.0,0.0,0.0,31.14,312.5,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
18,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1462.0,0.0,0.0,7836420.932,6049.396,39.03779,60.60236,36.34573,1.0,0.0,0.0,173.262,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
19,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1490.0,0.0,0.0,7836950.63,7720.63,39.03779,60.60236,36.34573,1.0,0.0,0.0,191.514,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
20,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1527.0,0.0,0.0,7837219.072,402.414,61.99611,259.48423,55.19719,1.0,0.0,0.0,74.501,155.0,495.0,43193.848,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,382.36132,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
21,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1613.0,0.0,0.0,7837953.684,5567.336,39.03779,60.60236,36.34573,1.0,0.0,0.0,172.565,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
22,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1682.0,0.0,0.0,7838900.659,9664.576,3.16167,263.56143,4.65317,1.0,0.0,0.0,169.334,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
23,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1759.0,0.0,0.0,7839169.193,14310.67,157.76184,82.74894,120.87601,1.0,0.0,0.0,31.14,612.124,313.067,0.0,0.0,-2500.0,0.0,0.0,1.0,1.0,0.0,0.0,382.36132,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
24,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2811.0,0.0,0.0,7839799.511,77406.352,70.33386,1000.0,59.11988,1.0,0.0,0.0,30.0,148.499,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,104.30586,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
25,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2952.0,0.0,0.0,7841897.215,0.092,1000.0,275.52018,371.84518,0.0,0.0,0.0,30.0,140.634,386.507,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,831.99823,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
26,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1570.0,0.0,0.0,7842325.899,92.222,201.99068,275.52018,234.11329,1.0,0.0,0.0,30.008,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
27,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1694.0,0.0,0.0,7842889.073,7518.93,81.73023,82.74894,51.1922,1.0,0.0,0.0,31.14,612.124,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,382.36132,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
28,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5890.0,0.0,0.0,7844337.319,1926.19,766.47484,251.43585,896.85134,1.0,0.0,0.0,140.722,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
29,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,5930.0,0.0,0.0,7844337.319,0.704,1000.0,275.52018,371.84518,0.0,0.0,0.0,159.251,300.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,382.36132,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
30,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,5994.0,0.0,0.0,7845190.356,3114.584,39.03779,60.60236,36.34573,1.0,0.0,0.0,195.831,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
31,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,6040.0,0.0,0.0,7845804.362,5868.618,554.05005,1000.0,634.26511,1.0,0.0,0.0,72.975,77.162,241.886,-213657.715,-47.459,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
32,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6100.0,0.0,0.0,7846443.846,9467.836,80.75234,565.46538,97.77302,0.0,0.0,0.0,30.0,148.467,399.22,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,831.99823,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
33,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6135.0,0.0,0.0,7846443.846,0.088,1000.0,275.52018,371.84518,1.0,0.0,0.0,29.932,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,831.99823,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
34,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,26.0,0.0,0.0,7846972.028,1192.502,3.16167,263.56143,4.65317,1.0,0.0,0.0,155.739,150.0,495.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
35,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1043.0,0.0,0.0,7848377.242,880.006,100.11571,565.46538,104.08668,1.0,0.0,0.0,30.0,189.967,370.125,0.0,0.0,5400.0,0.0,0.0,1.0,1.0,0.0,0.0,831.99823,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
36,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1081.0,0.0,0.0,7849103.608,3164.668,881.07755,110.2354,204.47218,1.0,0.0,0.0,292.004,150.0,495.0,-43185.059,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
